@relation 'Features-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,7'

@attribute Area numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Median numeric
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute 'Mean Red' numeric
@attribute 'Sqrt Mean Red' numeric
@attribute 'StD Red' numeric
@attribute 'Mean Green' numeric
@attribute 'Sqrt Mean Green' numeric
@attribute 'StD Green' numeric
@attribute 'Mean Blue' numeric
@attribute 'Sqrt Mean Blue' numeric
@attribute 'StD Blue' numeric
@attribute 'Mean RGB' numeric
@attribute 'Mean H' numeric
@attribute 'StD H' numeric
@attribute 'Mean S' numeric
@attribute 'StD S' numeric
@attribute 'Mean V' numeric
@attribute 'StD V' numeric
@attribute Label {Amaranthacea,Apiaceae,Asteraceae,Brassicaceae,Plantaginaceae,Solanaceae}

@data
46007,15389,0,85,253,0,1045.651,317.8,198.458,1.601,49.724,49644,827.654,242.029,332.841,99.229,158.9,121.748,393.37,49535.138,0.624,6.138,23.766,0.58,0.762,0.927,0.792,3637,63070.096,0.729,0.624,1.891,0.138,0.727,0.529,44961.349,21.609,9.277,14.657,213.707,3939705,0.991,0.065,0.001,37.121,0.942,0.876,0.979,254.941,15.967,1.437,1.04,1.02,15.221,0.918,0.958,13.442,85.633,0.155,3.125,254.038,14.116,254.946,1.245,Asteraceae
49520,16463,0,85,251,0,1004.958,297.015,235.02,1.264,80.343,74968.5,817.326,251.099,319.888,117.51,148.508,125.437,122.08,54824.29,0.791,11.353,20.395,0.715,0.845,0.661,0.813,25448.5,69804.454,0.709,0.791,1.623,0.014,0.785,0.616,48515.042,9.986,3.881,35.062,1245.59,4214759,0.998,0.014,0.000232,114.606,0.978,0.453,0.939,254.974,15.968,1.068,0.186,0.431,6.396,0.177,0.421,6.089,85.112,0.041,1.847,254.803,6.764,254.977,0.949,Asteraceae
50207,16676,0,85,233,0,1101.266,351.232,191.26,1.836,58.293,64322,912.529,252.835,350.544,95.63,175.616,130.521,1080.973,52760.387,0.545,3.97,24.156,0.518,0.72,0.781,0.829,14115,67176.612,0.747,0.545,1.922,0.463,0.721,0.52,49105.734,106.906,1.967,66.106,4426.902,4269110,1,0.004,0.000059,208.771,0.967,0.351,0.881,254.993,15.968,0.628,0.051,0.226,3.32,0.047,0.217,3.037,85.03,0.01,0.758,254.946,3.485,254.993,0.601,Asteraceae
54117,18048,0,85,214,0,1579.173,457.683,173.977,2.631,42.838,61595.5,1049.043,262.496,502.666,86.989,228.842,148.942,1819.489,62538.547,0.38,3.492,46.081,0.329,0.574,0.879,0.664,7478.5,79626.552,0.68,0.38,3.667,0.107,0.522,0.273,52537.827,77.44,6.4,17.029,289.683,4620333,0.993,0.051,0.000629,37.592,0.941,0.885,0.98,254.738,15.961,4.502,0.693,0.833,11.755,0.699,0.836,11.857,85.377,0.433,7.474,254.219,13.254,254.82,3.087,Asteraceae
54694,18172,0,85,225,0,1147.225,349.677,216.249,1.617,58.846,64645,943.573,263.891,365.173,108.125,174.838,136.889,903.87,59389.79,0.618,4.553,24.063,0.57,0.755,0.846,0.822,9951,75617.43,0.723,0.618,1.915,0.782,0.723,0.522,53546.775,91.431,2.655,44.602,2000.903,4652266,0.999,0.009,0.000108,76.899,0.977,0.64,0.965,254.975,15.968,1.169,0.104,0.323,4.604,0.1,0.317,4.444,85.06,0.025,1.638,254.879,5.353,254.977,1.069,Asteraceae
54963,18315,0,85,245,0,1325.516,425.319,180.951,2.35,59.009,78846,977.771,264.539,421.925,90.475,212.659,135.884,1506.477,60445.543,0.425,3.501,31.967,0.387,0.622,0.697,0.738,23883,76961.656,0.714,0.425,2.544,0.036,0.627,0.393,53637.484,28.437,6.177,20.287,412.114,4688651,0.995,0.036,0.000586,208.422,0.967,0.344,0.882,254.924,15.966,1.741,0.514,0.717,10.375,0.479,0.692,9.668,85.306,0.083,2.498,254.461,10.884,254.928,1.591,Asteraceae
55347,18385,0,85,252,0,968.531,323.11,238.736,1.353,62.839,63786.5,873.18,265.462,308.293,119.368,161.555,133.542,152.452,60583.981,0.739,10.816,16.949,0.675,0.822,0.868,0.902,8439.5,77137.921,0.718,0.739,1.349,0.01,0.861,0.741,54378.469,26.628,2.302,60.14,3665.747,4706645,0.999,0.005,0.000082,218.667,0.966,0.336,0.88,254.992,15.968,0.619,0.064,0.254,3.789,0.06,0.245,3.553,85.039,0.018,1.244,254.934,3.893,254.993,0.535,Asteraceae
57899,19261,0,85,229,0,1489.156,409.939,195.515,2.097,71.55,92146.5,1002.11,271.513,474.013,97.758,204.97,137.369,1598.723,62949.146,0.477,3.436,38.301,0.439,0.662,0.628,0.673,34247.5,80149.342,0.722,0.477,3.048,0.227,0.573,0.328,56409.844,95.595,4.258,26.319,696.027,4930837,0.997,0.023,0.000279,185.495,0.957,0.611,0.922,254.913,15.966,2.351,0.289,0.538,7.556,0.287,0.535,7.48,85.163,0.144,4.492,254.647,9.208,254.922,2.084,Asteraceae
58172,19361,0,85,231,0,1310.504,430.308,179.083,2.403,71.193,96242.5,1010.377,272.152,417.146,89.542,215.154,142.154,1760.621,60523.506,0.416,3.388,29.523,0.4,0.632,0.604,0.771,38070.5,77060.921,0.755,0.416,2.349,0.034,0.652,0.426,56861.496,32.533,5.115,25.012,626.765,4956559,0.997,0.025,0.000402,180.658,0.959,0.604,0.926,254.954,15.967,1.304,0.344,0.587,8.56,0.317,0.563,7.898,85.205,0.058,2.388,254.641,8.943,254.955,1.287,Asteraceae
58510,19456,0,85,234,0,1389.256,398.468,199.599,1.996,77.721,97293,996.85,272.942,442.214,99.8,199.234,134.539,1188.677,62465.906,0.501,3.902,32.986,0.469,0.685,0.601,0.718,38783,79534.062,0.736,0.501,2.625,0.022,0.617,0.381,57120.744,70.179,3.757,29.873,898.307,4980762,0.998,0.018,0.000217,181.784,0.959,0.607,0.928,254.93,15.967,2.131,0.226,0.475,6.672,0.224,0.474,6.631,85.127,0.124,4.277,254.726,8.087,254.939,1.84,Asteraceae
61567,20498,0,85,225,0,1423.658,452.548,191.113,2.368,46.432,66013.5,1056.845,279.981,453.164,95.556,226.274,150.542,2320.871,67927.292,0.422,3.125,32.92,0.383,0.619,0.933,0.742,4446.5,86487.715,0.712,0.422,2.62,4.946,0.618,0.382,60143.342,33.086,5.52,23.683,560.131,5247554,0.996,0.026,0.000468,78.867,0.975,0.644,0.962,254.977,15.968,0.797,0.384,0.62,9.08,0.339,0.583,8.022,85.233,0.04,1.351,254.641,8.49,254.977,0.752,Asteraceae
62017,21875,0,85,243,0,1181.862,455.439,185,2.462,48.255,69044,1056.647,281.003,376.198,92.5,227.72,166.654,2029.242,66174.727,0.406,3.7,22.523,0.381,0.617,0.898,0.894,7027,84256.279,0.736,0.406,1.792,0.397,0.747,0.558,60835.138,46.026,26.707,4.858,21.687,5600009,0.926,0.419,0.011,65.805,0.975,0.697,0.966,254.588,15.956,2.442,8.637,2.939,43.499,7.668,2.769,38.649,90.298,0.952,4.827,246.974,40.431,254.588,2.442,Asteraceae
62398,20856,0,85,250,0,1166.663,376.889,239.651,1.573,55.939,66234,962.766,281.865,371.36,119.825,188.444,144.422,467.127,70938.493,0.636,6.682,21.813,0.559,0.748,0.942,0.825,3836,90321.695,0.691,0.636,1.736,6.146,0.759,0.576,61231.337,12.675,8.839,15.6,242.175,5339164,0.992,0.058,0.001,41.034,0.939,0.862,0.975,254.967,15.968,0.948,0.926,0.962,14.434,0.806,0.898,12.565,85.566,0.112,2.111,254.167,13.005,254.969,0.89,Asteraceae
62458,20801,0,85,235,0,1293.433,461.169,173.636,2.656,48.218,69858,1064.061,282,411.712,86.818,230.585,155.434,2435.139,62891.316,0.377,3.15,26.785,0.374,0.611,0.894,0.823,7400,80075.71,0.78,0.377,2.132,0.07,0.685,0.469,61164.567,75.466,5.833,22.629,512.303,5325073,0.996,0.03,0.000523,111.869,0.974,0.518,0.941,254.966,15.968,1.053,0.426,0.653,9.609,0.384,0.619,8.64,85.259,0.057,2.119,254.587,9.32,254.967,1.024,Asteraceae
63650,21212,0,85,251,0,1579.346,477.202,179.711,2.655,48.322,72443,1102.057,284.678,502.722,89.855,238.601,151.464,2726.942,67354.427,0.377,2.9,39.188,0.356,0.597,0.879,0.698,8793,85758.32,0.742,0.377,3.119,0.004,0.566,0.321,62070.654,117.548,6.524,20.832,436.955,5430376,0.995,0.037,0.000654,126.472,0.975,0.454,0.934,254.929,15.967,1.759,0.519,0.72,10.667,0.501,0.708,10.292,85.316,0.132,3.96,254.447,11.358,254.937,1.525,Asteraceae
69199,23028,0,85,233,0,1384.587,455.317,208.577,2.183,52.691,75370,1103.66,296.828,440.728,104.288,227.659,158.295,2032.557,74588.124,0.458,3.511,27.704,0.425,0.652,0.918,0.797,6171,94968.549,0.729,0.458,2.205,0.893,0.673,0.454,67814.413,101.943,4.87,25.601,659.114,5895176,0.997,0.025,0.000365,62.392,0.978,0.685,0.969,254.939,15.967,1.805,0.327,0.572,8.277,0.309,0.556,7.829,85.192,0.085,2.773,254.642,9.104,254.944,1.631,Asteraceae
69614,24437,0,85,252,0,1223.041,456.07,197.135,2.313,49.96,71581.5,1073.392,297.717,389.306,98.567,228.035,174.428,1708.216,70613,0.432,4.22,21.487,0.426,0.653,0.973,0.878,1967.5,89907.263,0.774,0.432,1.71,0.017,0.765,0.585,68390.959,24.35,25.495,5.088,24.11,6255923,0.93,0.414,0.01,65.869,0.977,0.684,0.968,254.422,15.951,3.668,7.932,2.816,41.472,7.242,2.691,37.888,89.865,0.87,4.733,247.249,40.493,254.423,3.655,Asteraceae
69921,23251,0,85,230,0,1494.653,458.416,252.927,1.812,56.6,81513.5,1108.668,298.373,475.763,126.464,229.208,158.339,1179.765,91063.566,0.552,4.61,31.95,0.424,0.651,0.858,0.742,11592.5,115945.733,0.603,0.552,2.543,0.109,0.627,0.393,68426.347,30.663,3.952,30.681,947.534,5952361,0.998,0.018,0.00024,39.657,0.947,0.852,0.974,254.951,15.967,1.648,0.224,0.473,6.792,0.215,0.464,6.534,85.13,0.078,3.126,254.747,7.678,254.956,1.466,Asteraceae
69972,23912,0,85,246,0,2051.128,468.961,210.584,2.227,60.095,88536.5,1106.681,298.481,652.894,105.292,234.48,153.959,1588.578,77562.635,0.449,3.863,60.126,0.405,0.636,0.79,0.54,18564.5,98755.814,0.709,0.449,4.785,0.31,0.457,0.209,67920.872,23.579,17.793,7.049,47.908,6121477,0.962,0.228,0.005,205.454,0.967,0.316,0.888,254.613,15.957,3.002,4.095,2.024,29.302,3.745,1.935,26.792,87.484,0.366,2.675,250.923,29.157,254.613,3.002,Asteraceae
73342,24382,0,85,232,0,1491.374,454.041,200,2.27,65.317,93169.5,1113.475,305.585,474.719,100,227.02,168.428,1804.431,71320.554,0.44,3.965,30.326,0.453,0.673,0.787,0.747,19827.5,90808.149,0.808,0.44,2.413,0.007,0.644,0.414,71850.626,53.794,3.518,32.937,1091.535,6241957,0.998,0.015,0.00019,139.503,0.976,0.383,0.922,254.946,15.967,1.791,0.189,0.435,6.176,0.187,0.432,6.094,85.107,0.085,3.437,254.772,7.431,254.952,1.586,Asteraceae
75627,25128,0,85,228,0,1261.283,408.803,253,1.616,62.392,80129,1102.561,310.308,401.479,126.5,204.402,166.534,1140.118,81231.527,0.619,4.932,21.035,0.576,0.759,0.944,0.874,4502,103427.192,0.731,0.619,1.674,0.102,0.773,0.597,74365.717,129.63,2.785,46.857,2204.075,6432813,0.999,0.008,0.000119,39.904,0.939,0.867,0.976,254.989,15.968,0.682,0.099,0.315,4.614,0.091,0.301,4.22,85.06,0.021,1.529,254.901,4.622,254.99,0.61,Asteraceae
50122,85,0,0,239,0,1304.587,332.244,195.837,1.697,162.724,169847.5,858.165,252.621,415.263,97.918,166.122,130.909,482.033,51102.42,0.589,5.963,33.956,0.578,0.76,0.295,0.658,119725.5,65065.622,0.77,0.589,2.702,0.057,0.608,0.37,48817.413,42.365,9.525,21.84,475.909,21854,0.996,0.032,0.001,352.177,0.96,0.756,0.962,0.386,0.621,8.45,0.452,0.672,9.873,0.47,0.686,10.27,0.436,0.288,6.319,0.095,2.215,0.47,10.275,Brassicaceae
56560,91,0,0,236,0,1316.729,332.032,219.822,1.51,57.338,59810,891.711,268.355,419.128,109.911,166.016,138.825,268.934,57324.619,0.662,8.465,30.654,0.653,0.808,0.946,0.677,3250,72987.972,0.775,0.662,2.439,0.396,0.64,0.41,55243.271,22.223,9.304,22.469,503.855,23418,0.996,0.03,0.001,479.512,0.92,0.835,0.967,0.367,0.606,8.269,0.429,0.655,9.639,0.446,0.668,10.022,0.414,0.27,6.116,0.091,2.147,0.447,10.052,Brassicaceae
59182,41,0,0,236,0,1269.315,387.181,216.381,1.789,60.157,73172.5,944.669,274.505,404.035,108.19,193.59,137.305,799.926,65799.405,0.559,4.855,27.224,0.503,0.709,0.809,0.744,13990.5,83778.405,0.706,0.559,2.166,0.005,0.679,0.462,57912.685,12.81,6.245,34.467,1188.503,10737,0.998,0.014,0.000599,440.177,0.973,0.533,0.949,0.168,0.41,5.802,0.187,0.433,6.445,0.189,0.435,6.51,0.182,0.106,3.729,0.026,0.996,0.191,6.559,Brassicaceae
60111,119,0,0,248,0,1335.072,346.602,221.405,1.565,59.75,65060.5,933.434,276.651,424.967,110.702,173.301,140.546,554.521,60270.921,0.639,5.968,29.652,0.637,0.798,0.924,0.699,4949.5,76739.32,0.783,0.639,2.36,0.074,0.651,0.424,58775.928,15.258,10.818,21.213,449.388,30685,0.996,0.034,0.002,502.831,0.921,0.825,0.965,0.517,0.719,11.03,0.518,0.72,10.968,0.496,0.704,10.501,0.511,0.135,3.773,0.066,1.491,0.539,11.419,Brassicaceae
63407,166,0,0,242,0,1573.405,401.214,234.308,1.712,53.662,67638,979.956,284.134,500.83,117.154,200.607,140.981,709.426,73833.533,0.584,5.293,39.043,0.502,0.708,0.937,0.623,4231,94007.773,0.674,0.584,3.107,0.378,0.567,0.322,61833.595,3.109,11.932,17.764,314.088,42523,0.994,0.046,0.002,481.025,0.924,0.827,0.965,0.611,0.781,10.889,0.691,0.831,12.289,0.711,0.843,12.641,0.671,0.43,7.689,0.112,2.187,0.711,12.654,Brassicaceae
63679,45,0,0,238,0,1335.055,330.151,247,1.337,120.794,125288,937.03,284.743,424.961,123.5,165.076,142.905,188.902,64047.19,0.748,10.398,27.99,0.744,0.862,0.508,0.702,61609,81547.416,0.781,0.748,2.227,0.086,0.67,0.449,62343.945,44.092,6.225,34.076,1161.334,11645,0.998,0.014,0.000596,498.627,0.921,0.827,0.965,0.164,0.405,5.59,0.19,0.436,6.477,0.195,0.441,6.626,0.183,0.115,3.935,0.035,1.303,0.195,6.641,Brassicaceae
67744,138,0,0,242,0,1437.506,334.229,281,1.189,79.341,83309,954.468,293.691,457.572,140.5,167.114,146.511,80.072,73763.291,0.841,16.373,30.503,0.772,0.879,0.813,0.664,15565,93918.339,0.721,0.841,2.427,0.017,0.642,0.412,66306.494,27.007,10.607,20.247,408.756,35473,0.995,0.037,0.002,493.885,0.944,0.758,0.959,0.481,0.694,9.769,0.538,0.734,10.907,0.551,0.743,11.166,0.524,0.328,6.751,0.082,1.805,0.553,11.207,Brassicaceae
69097,321,0,0,249,0,1563.489,341.867,254,1.346,90.412,97103.5,974.478,296.609,497.674,127,170.933,150.47,162.707,68199.422,0.743,11.796,35.378,0.753,0.868,0.712,0.623,28006.5,86834.201,0.796,0.743,2.815,0.006,0.596,0.355,67533.511,63.641,15.913,13.299,175.312,82422,0.989,0.08,0.004,503.978,0.944,0.752,0.959,1.088,1.043,14.578,1.229,1.109,16.392,1.262,1.123,16.819,1.193,0.722,9.838,0.21,3.127,1.27,16.939,Brassicaceae
69319,81,0,0,251,0,1482.168,383.438,239.414,1.602,85.059,102462.5,998.813,297.085,471.789,119.707,191.719,148.313,613.542,72100.073,0.624,5.988,31.691,0.6,0.775,0.677,0.674,33143.5,91800.664,0.755,0.624,2.522,0.433,0.63,0.397,67836.832,33.66,7.973,26.393,696.922,20975,0.997,0.023,0.000977,356.393,0.959,0.759,0.963,0.271,0.521,7.178,0.312,0.559,8.227,0.324,0.569,8.536,0.303,0.193,5.233,0.063,1.758,0.326,8.577,Brassicaceae
76134,67,0,0,239,0,1425.606,447.913,236.884,1.891,55.562,78184.5,1087.331,311.347,453.785,118.442,223.956,162.488,1190.155,83333.445,0.529,4.71,26.694,0.483,0.695,0.974,0.763,2050.5,106103.437,0.718,0.529,2.124,0.058,0.686,0.471,74708.394,21.469,6.976,30.694,941.923,17318,0.998,0.017,0.000748,352.048,0.97,0.5,0.94,0.205,0.453,6.311,0.236,0.485,7.229,0.241,0.491,7.397,0.227,0.14,4.307,0.04,1.325,0.242,7.42,Brassicaceae
76962,91,0,0,235,0,1395.481,355.542,288.412,1.233,108.968,121713.5,1014.026,313.035,444.196,144.206,177.771,156.986,143.833,80536.652,0.811,13.09,25.303,0.775,0.88,0.632,0.727,44751.5,102542.45,0.751,0.811,2.014,0.04,0.705,0.497,75566.519,28.996,7.986,26.32,691.531,23345,0.997,0.022,0.00098,361.577,0.958,0.76,0.963,0.274,0.524,7.231,0.315,0.561,8.294,0.321,0.566,8.442,0.303,0.19,5.023,0.054,1.524,0.322,8.465,Brassicaceae
77915,50,0,0,237,0,1401.648,337.291,297.496,1.134,76.838,81419.5,1011.464,314.967,446.158,148.748,168.645,157.752,80.568,78809.028,0.882,17.575,25.215,0.872,0.934,0.957,0.722,3504.5,100342.771,0.776,0.882,2.007,0.118,0.706,0.498,76513.352,38.89,5.92,35.787,1280.949,12900,0.998,0.013,0.000539,493.908,0.971,0.501,0.945,0.147,0.384,5.28,0.172,0.414,6.139,0.178,0.421,6.348,0.166,0.106,3.784,0.034,1.258,0.178,6.35,Brassicaceae
79051,130,0,0,235,0,1726.702,415.448,254.558,1.632,63.774,83236,1070.625,317.255,549.626,127.279,207.724,157.393,714.377,83060.398,0.613,5.889,37.716,0.583,0.764,0.95,0.62,4185,105755.783,0.747,0.613,3.001,0.042,0.577,0.333,77324.298,19.997,9.34,22.079,486.362,33429,0.996,0.031,0.001,489.819,0.947,0.746,0.959,0.37,0.608,8.205,0.439,0.663,9.697,0.459,0.678,10.143,0.423,0.284,6.329,0.102,2.401,0.46,10.16,Brassicaceae
81271,211,0,0,242,0,1612.56,341.658,314.537,1.086,79.737,85585.5,1034.275,321.679,513.294,157.268,170.829,160.698,20.546,84402.002,0.921,35.452,31.996,0.886,0.942,0.95,0.641,4314.5,107463.966,0.756,0.921,2.546,0.041,0.627,0.393,79658.44,28.61,11.858,17.75,313.715,54226,0.994,0.047,0.002,501.458,0.945,0.747,0.958,0.593,0.77,10.564,0.691,0.831,12.278,0.717,0.847,12.747,0.667,0.431,7.658,0.138,2.563,0.718,12.75,Brassicaceae
83237,49,0,0,245,0,1382.795,343.017,319.125,1.075,79.352,85511,1038.94,325.547,440.157,159.563,171.509,163.354,21.784,85974.047,0.93,34.999,22.972,0.901,0.949,0.973,0.751,2274,109465.556,0.76,0.93,1.828,1.21,0.74,0.547,81854.205,31.522,5.691,37.336,1395.329,12708,0.999,0.012,0.000498,466.34,0.972,0.518,0.949,0.136,0.369,5.089,0.158,0.398,5.905,0.163,0.404,6.087,0.153,0.096,3.586,0.03,1.207,0.164,6.093,Brassicaceae
83652,149,0,0,240,0,1727.655,349.721,325.611,1.074,86.478,95012,1054.534,326.357,549.93,162.806,174.861,163.448,19.223,89435.776,0.931,37.28,35.681,0.871,0.933,0.88,0.61,11360,113873.167,0.735,0.931,2.839,3.592,0.593,0.352,81924.345,16.029,9.799,21.432,458.276,38240,0.996,0.033,0.001,447.346,0.973,0.521,0.949,0.407,0.638,8.742,0.475,0.689,10.174,0.49,0.7,10.503,0.457,0.295,6.338,0.093,2.113,0.49,10.506,Brassicaceae
85088,203,0,0,246,0,1753.555,346.598,323,1.073,84.09,91562.5,1057.972,329.146,558.174,161.5,173.299,165.272,11.381,87926.167,0.932,48.989,36.139,0.902,0.95,0.929,0.603,6474.5,111951.073,0.76,0.932,2.876,0.009,0.59,0.348,83334.445,25.866,11.428,18.7,348.573,51976,0.994,0.043,0.002,480.882,0.924,0.825,0.965,0.549,0.741,10.285,0.631,0.794,11.805,0.653,0.808,12.207,0.611,0.386,7.232,0.115,2.263,0.653,12.212,Brassicaceae
87290,122,0,0,250,0,1410.285,393.65,312.13,1.261,98.392,121680.5,1091.115,333.378,448.908,156.065,196.825,168.05,268.816,96501.764,0.793,10.25,22.785,0.717,0.847,0.717,0.774,34390.5,122869.863,0.71,0.793,1.813,0.029,0.743,0.552,85879.715,22.135,9.106,25.319,641.196,31457,0.997,0.025,0.001,486.348,0.947,0.746,0.959,0.366,0.605,9.31,0.364,0.604,9.206,0.35,0.592,8.836,0.36,0.098,3.291,0.046,1.244,0.38,9.612,Brassicaceae
88580,208,0,0,245,0,1791.111,372.539,312.842,1.191,90.028,105366,1082.462,335.833,570.128,156.421,186.269,167.484,109.283,91534.92,0.84,16.021,36.217,0.813,0.901,0.841,0.604,16786,116545.88,0.76,0.84,2.882,0.278,0.589,0.347,86788.889,22.978,11.306,18.765,350.904,53329,0.994,0.043,0.002,364.42,0.957,0.765,0.964,0.541,0.735,10.18,0.623,0.789,11.701,0.642,0.801,12.058,0.602,0.382,7.199,0.113,2.284,0.643,12.068,Brassicaceae
89004,71,0,0,246,0,1525.388,386.43,315.069,1.226,75.093,91163.5,1087.655,336.635,485.546,157.535,193.215,168.256,122.006,95623.906,0.815,15.233,26.143,0.759,0.871,0.976,0.713,2159.5,121752.139,0.731,0.815,2.08,1.169,0.693,0.481,87478.612,12.303,6.69,32.476,1056.337,18378,0.998,0.016,0.000688,402.164,0.973,0.416,0.935,0.19,0.436,6.186,0.213,0.462,6.897,0.217,0.466,7.016,0.206,0.114,3.877,0.038,1.311,0.221,7.144,Brassicaceae
89101,90,0,0,249,0,1587.79,450.62,256,1.76,75.236,106509,1147.584,336.819,505.409,128,225.31,173.226,1089.458,90602.441,0.568,5.248,28.295,0.559,0.747,0.837,0.723,17408,115358.611,0.772,0.568,2.252,0.03,0.666,0.444,87513.21,39.813,7.499,28.886,836.74,23220,0.998,0.02,0.000864,471.477,0.975,0.434,0.943,0.245,0.495,7.124,0.266,0.515,7.63,0.272,0.521,7.804,0.261,0.128,4.237,0.051,1.56,0.281,8.088,Brassicaceae
94460,75,0,0,239,0,1600.317,384.267,326.617,1.177,81.117,97925.5,1119.042,346.8,509.397,163.309,192.133,173.61,119.36,98573.908,0.85,15.891,27.112,0.815,0.902,0.965,0.699,3465.5,125508.198,0.753,0.85,2.158,0.001,0.681,0.463,92859.683,11.318,6.659,32.471,1055.074,19401,0.998,0.016,0.000681,394.231,0.974,0.419,0.934,0.193,0.439,6.297,0.211,0.459,6.841,0.212,0.461,6.872,0.205,0.111,3.833,0.031,1.113,0.217,7.028,Brassicaceae
95149,227,0,0,249,0,1560.393,405.346,306.082,1.324,77.237,98356,1132.749,348.062,496.689,153.041,202.673,174.243,313.537,97443.469,0.755,9.84,25.59,0.737,0.859,0.967,0.726,3207,124068.879,0.767,0.755,2.036,0.141,0.701,0.491,93588.607,20.986,11.853,19.422,376.5,58124,0.995,0.04,0.002,399.553,0.973,0.425,0.935,0.616,0.785,12.02,0.625,0.79,12.117,0.592,0.77,11.476,0.611,0.177,4.294,0.083,1.705,0.645,12.51,Brassicaceae
96076,185,0,0,246,0,1850.491,400.762,324.298,1.236,80.595,101471.5,1140.427,349.754,589.029,162.149,200.381,174.447,132.17,102075.354,0.809,15.174,35.642,0.762,0.873,0.947,0.616,5395.5,129966.378,0.739,0.809,2.836,0.123,0.594,0.353,94225.509,27.663,10.298,20.835,432.938,47464,0.995,0.035,0.002,477.634,0.924,0.828,0.965,0.455,0.675,9.513,0.507,0.712,10.565,0.52,0.721,10.831,0.494,0.309,6.548,0.074,1.752,0.521,10.857,Brassicaceae
101403,75,0,0,241,0,1605.246,454.146,300.925,1.509,77.436,110481.5,1191.575,359.319,510.966,150.462,227.073,183.041,553.696,107335.643,0.663,7.779,25.412,0.626,0.791,0.918,0.742,9078.5,136663.985,0.742,0.663,2.022,0.12,0.703,0.495,99797.754,20.46,6.356,33.245,1105.379,19405,0.998,0.015,0.000621,452.876,0.974,0.492,0.948,0.173,0.415,5.748,0.199,0.446,6.594,0.203,0.451,6.739,0.191,0.117,3.924,0.035,1.237,0.203,6.756,Brassicaceae
102306,400,0,0,249,0,1606.251,454.401,289,1.572,74.178,105891.5,1205.711,360.916,511.286,144.5,227.2,183.069,780.011,103139.903,0.636,6.555,25.219,0.631,0.794,0.966,0.751,3585.5,131321.804,0.779,0.636,2.007,0.117,0.706,0.498,100699.749,31.362,15.258,15.197,229.527,102560,0.991,0.061,0.004,425.793,0.938,0.81,0.966,1.033,1.016,15.794,1.016,1.008,15.457,0.959,0.979,14.575,1.003,0.215,4.561,0.133,2.107,1.06,16.143,Brassicaceae
103086,123,0,0,247,0,1704.667,456.098,286,1.595,84.897,121647,1206.046,362.289,542.612,143,228.049,183.473,830.345,102450.405,0.627,6.367,28.189,0.631,0.794,0.847,0.707,18561,130443.907,0.79,0.627,2.243,8.033,0.668,0.446,101381.333,43.138,8.163,26.644,710.273,31641,0.997,0.023,0.001,453.115,0.975,0.471,0.947,0.288,0.537,7.714,0.314,0.56,8.349,0.318,0.564,8.459,0.307,0.161,4.649,0.048,1.407,0.325,8.647,Brassicaceae
106241,177,0,0,254,0,1762.366,448.813,299,1.501,77.754,109632,1209.127,367.791,560.978,149.5,224.406,188.507,640.79,105396.546,0.666,7.447,29.235,0.672,0.819,0.969,0.686,3391,134195.051,0.792,0.666,2.326,0.035,0.656,0.43,104478.634,16.164,9.574,22.444,502.854,45327,0.996,0.031,0.001,492.825,0.953,0.709,0.956,0.392,0.626,8.823,0.437,0.661,9.805,0.451,0.671,10.109,0.427,0.277,6.269,0.066,1.661,0.451,10.12,Brassicaceae
