@relation FeaturesBW_Gray

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute Mean numeric
@attribute Min numeric
@attribute Max numeric
@attribute Mode numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute IntensitySum numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute SmothnessR numeric
@attribute GLCM_Contrast numeric
@attribute GLCM_Correlation numeric
@attribute GLCM_Energy numeric
@attribute GLCM_Homogeneity numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
1607,160468,58.181,37976,1.532,19.001,3473,153438,45.234,51.079,18988,29.09,23.161,10.86,1735.323,653,7028,16024,604,777,0.463,956,1866,2209482,727,653,1275,0.1,0.886,784,1446.532,3509,90.026786,0,209,85,6108,23314,545318,137018,996,23,0.000574,640.23,867,539,792,'Cytisus purgans'
1496,148711,51,40,1275,19099,3060,143168,43644,47.336,20,25.5,21906,2485,1602.212,784,13897,14783,732,856,489,963,1564,2040,733,784,1176,161,922,0.85,1347289,9054,81.54784,1,216,86,7.582,19934,403.133,127740,995,32,0.000883,683.333,0.85,565,804,'Cytisus purgans'
1143,139539,50.329,34.49,1459,10.274,1624.5,130595,38149,44417,17245,25164,19011,8673,1363316,685,6455,17035,575,758,0.704,0.936,481.5,1735.827,0.658,685,1.356,0.097,0.859,738,1003461,7191,106.90272,1,231,97,0,18489,339.878,97155,1,-0,0,612024,0.876,532,787,'Cytisus purgans'
1176,132953,43278,37558,1.152,21859,2972,128237,38695,42.32,18779,21639,19.478,2.666,1276625,868,11.928,15.031,799,894,396,965,1796,1625.45,723,868,1196,91,914,836,1043047,11261,62.181906,0,196,14,0,18489,339.878,99960,1,-0,0,588.772,0.88,531,0.791,'Cytisus purgans'
1034,122569,46011,32.45,1.418,17416,2517.5,122.312,36284,39015,16225,23005,18.071,8.35,1172639,705,6254,14.529,622,789,0.411,998,1483.5,1493.051,693,705,1156,39,0.93,865,911431,2168,80.608407,1,212,95,7.462,18489,339.878,88306,0.994,33,0.000856,635332,871,0.53,784,'Cytisus purgans'
1011,120.468,43278,31482,1375,19101,2597,119.517,35878,38346,15741,21639,17.763,5.627,1070.09,727,7489,14355,687,0.829,389,992,1586,1362481,742,727,1.142,0.082,0.936,875,890.532,6.094,85.460714,1,205,65,0,35313,1245001,85935,1,-0,0,650.546,867,534,0.788,'Cytisus purgans'
1027,123397,45.804,32647,1403,17561,2527,120611,36161,39278,16323,22.902,17956,5194,1174.439,713,7879,14.826,623,789,406,977,1500,1495342,687,713,1.18,102,0.921,848,903.603,2.37,109.289251,0,237,96,0,35313,1245001,87295,1,-0,0,673477,862,537,0.79,'Cytisus purgans'
1655,159054,57.28,36,1591,16743,3013,154659,45.904,50628,18,28.64,24.758,9605,1619.554,628,7989,15286,642,0.801,0.549,972,1358,2062081,0.803,628,1216,0.577,907,0.822,1495.946,19151,109.649963,1,219,106,0,35313,1245001,140675,1,-0,0,568.579,0.849,637,841,'Cytisus purgans'
1367,146125,52.697,36255,1454,19127,3166.5,142247,41.72,46.513,18128,26349,20.6,10.73,1500549,688,6289,15.62,627,792,0.432,973,1799.5,1910559,715,688,1.243,1375,897,805,1220875,968,84.961818,1,210,108,0,35313,1245001,116195,1,-0,0,578735,836,662,847,'Cytisus purgans'
1404,143054,51313,39,1.316,9894,1595,139679,42.28,45535,19.5,25656,21.007,5.068,1571737,0.76,9331,14.576,679,0.824,0.88,976,191,2001.198,0.702,0.76,1.16,0.06,929,862,1260.946,2359,65.9599,1,217,30,0,35313,1245001,119340,1,-0,0,611771,833,652,838,'Cytisus purgans'
1250,139296,49.679,36.01,1.38,19494,3042.5,133.53,39894,44339,18005,24.839,19864,7.38,1405.048,725,7312,15523,645,0.803,0.411,0.959,1792.5,1788.962,0.699,725,1235,313,0.9,0.81,1110704,5285,90.339605,1,221,131,3932,35313,1245001,106389,998,0.009,0.000238,589.48,835,662,843,'Cytisus purgans'
1253,139539,47802,38.013,1258,23.023,3457.5,131841,39942,44417,19007,23901,19.71,5.122,1427141,795,8709,15.54,698,836,0.362,945,2204.5,1817092,0.69,795,1237,38,899,809,1113461,1.842,73.075816,1,191,29,5.65,25.477,655155,106786,997,19,0.000491,590776,0.829,672,0.849,'Cytisus purgans'
1053,126.468,42.72,33,1295,26421,3546,120915,36616,40256,16.5,21.36,18777,2688,1107223,772,11453,15189,735,857,297,956,2493,1409761,747,772,1209,0.189,0.91,0.827,926.532,7465,92.59869,1,187,106,0,26.173,683.001,89505,1,-0,0,610631,0.839,0.64,0.83,'Cytisus purgans'
1036,126.468,42544,32,1.33,25.423,3398,119.71,36319,40256,16,21272,18.444,2.49,1069.25,752,11.688,15.438,0.729,0.854,305,0.947,2362,1361411,0.761,752,1229,133,902,0.814,909.532,8445,98.363463,1,247,71,0,26.173,683.001,88060,1,-0,0,626.343,838,631,0.827,'Cytisus purgans'
688,109.841,41773,21.457,1.947,6.667,875,106126,29.597,34963,10728,20.887,16081,13.3,703.973,514,4.41,17.536,502,0.709,0.786,966,187,896326,768,514,1395,96,847,0.717,578159,3.038,113.688181,1,228,116,5681,26.173,683.001,58629,997,16,0.000496,564536,807,721,0.87,'Cytisus purgans'
1634,159882,57.009,37,1541,27658,4953.5,152855,45.612,50.892,18.5,28504,24024,6597,1656.66,649,9354,15644,0.64,0.8,0.33,956,3319.5,2109325,775,649,1245,0.059,0.896,0.803,1474118,3861,98.405352,1,214,94,3562,40.386,1629001,139034,0.999,0.007,0.000195,630893,0.837,636,0.834,'Cytisus purgans'
1512,153782,52393,38,1379,13633,2244,145546,43.876,48.95,19,26.196,22674,6517,1563668,725,8882,15.641,701,0.837,674,946,732,1990924,759,725,1245,45,0.896,0.803,1358.218,8127,87.950954,1,254,24,3.703,38846,1507001,128664,0.999,8,0.000211,627.51,0.844,625,0.83,'Cytisus purgans'
1440,153439,50.961,38759,1315,16599,2657.5,142.07,42.819,48841,19379,25.48,21678,5805,1551297,0.761,8997,16.35,706,0.84,542,0.926,1217.5,1975172,0.729,0.761,1301,0.052,877,769,1286.561,3116,109.791528,1,208,102,6041,22211,496.197,122795,996,25,0.000561,712289,0.839,584,0.806,'Cytisus purgans'
1526,152711,54672,39,1402,27.356,4698.5,146475,44.079,48.609,19.5,27336,22276,6938,1674625,713,8457,15282,0.65,0.806,325,0.959,3172.5,2132198,716,713,1216,271,907,0.822,1373289,23265,76.024982,1,191,70,3174,39.026,1521001,129834,0.999,8,0.000155,650264,0.854,581,804,'Cytisus purgans'
1246,144953,51088,34208,1493,8259,1325.5,135369,39.83,46.14,17104,25544,20175,9.886,1372601,0.67,6.417,16863,608,0.78,0.94,934,79.5,1747649,713,0.67,1.342,155,863,745,1101047,3912,150.576009,21,230,147,9066,15867,251445,106624,992,47,1,229.599,851,0.054,607,'Cytisus scoparius'
975,126.953,44011,29,1518,7.58,1048,119.39,35234,40.41,14.5,22006,18267,4.514,1002427,659,8.597,16.53,0.641,0.801,0.93,0.94,73,1276.33,764,659,1315,0.296,872,0.76,848047,9362,90.310265,1,231,59,6.583,22201,493608,83165,996,23,0.000666,181551,627,0.044,561,'Cytisus scoparius'
2003,188024,64031,39,1642,10686,2149.5,173.654,50.5,59.85,19.5,32016,27.81,13022,1961.311,609,7706,17.65,622,789,932,924,146.5,2497218,802,609,1405,195,0.844,0.712,1814976,8978,139.021362,11,229,144,3952,31675,1002893,170505,998,12,0.00024,432152,868,64,639,'Cytisus scoparius'
1941,193924,67.231,37,1817,9786,2067,172.691,49713,61728,18.5,33615,27645,20705,1953713,0.55,6.076,19375,547,0.739,0.939,0.891,126,2487545,0.78,0.55,1.542,0.072,805,649,1747076,10.656,134.717602,3,234,81,0,23776,564211,164985,1,-0,0,462.107,856,63,638,'Cytisus scoparius'
1131,142.853,48.6,33941,1432,8115,1239,128311,37948,45.471,16971,24.3,19.341,8824,1295556,698,6511,18043,0.61,0.781,0.913,898,108,1649.553,0.686,698,1436,0.022,835,696,988.147,3.151,127.30074,1,213,129,6226,23776,564211,96431,996,0.02,0.000596,208.536,875,49,596,'Cytisus scoparius'
1624,182.652,61.984,34.49,1797,9092,1770.5,160481,45472,58.14,17245,30.992,23397,29486,1679021,556,4309,20.543,0.538,0.734,917,879,146.5,2137.796,0.76,556,1635,34,782,612,1441348,4.97,126.496489,1,235,130,0,33.956,1151001,138040,1,-0,0,520.16,871,78,659,'Cytisus scoparius'
1714,169.681,58.421,37.24,1569,9.93,1822.5,158888,46715,54011,18.62,29.21,25065,9413,1708.7,637,8169,16798,639,0.8,0.94,0.936,108.5,2175584,0.788,637,1337,0.01,865,748,1544319,10912,103.678044,7,234,108,0,33.956,1151001,145690,1,-0,0,518502,0.874,79,0.668,'Cytisus scoparius'
1156,139681,52402,31.82,1.647,9093,1497,131924,38365,44.462,15.91,26201,19209,12452,1309597,607,5444,16878,536,732,772,0.944,341,1667431,693,607,1.343,0.014,863,745,1016319,3.462,121.591288,4,220,121,4529,33.956,1151001,98414,998,0.01,0.000315,537749,912,0.173,772,'Cytisus scoparius'
1413,162995,58669,34.34,1.708,9451,1742,149153,42.416,51883,17.17,29334,21.218,21915,1582.331,585,4533,18802,523,723,0.811,915,329,2014.687,701,585,1496,0.12,818,0.668,1250005,8331,126.882943,2,236,118,3.751,37.55,1408001,120246,0.999,8,0.000216,508251,922,247,802,'Cytisus scoparius'
1137,140.51,50,32431,1.542,8655,1359.5,129636,38048,44.726,16.216,25,19.112,9877,1273566,649,6081,17364,579,0.761,836,0.923,222.5,1621555,701,649,1382,64,851,0.724,996.49,4.66,146.628264,11,232,183,6126,23.841,567.333,96937,996,0.02,0.000577,560.04,0.91,182,0.788,'Cytisus scoparius'
1049,134953,47202,31557,1496,7775,1153,124598,36546,42957,15.779,23601,17986,9.312,1169903,669,5894,17.362,599,774,0.91,0.923,104,1489567,0.704,669,1382,77,851,0.724,914047,7699,124.964666,2,238,132,0,17117,291947,89165,1,-0,0,603.19,903,177,778,'Cytisus scoparius'
1135,155338,54672,28978,1.887,9889,1698.5,135506,38015,49.446,14489,27336,19117,22.933,1244303,0.53,3992,21.26,483,695,0.668,872,563.5,1584296,716,0.53,1692,95,769,591,979.662,3138,88.449502,0,211,101,0,17117,291947,96475,1,-0,0,436727,0.931,0.202,0.79,'Cytisus scoparius'
1466,184.409,61911,33.864,1828,9162,1782,154679,43.204,58699,16.932,30956,22715,27373,1646649,547,4342,23197,0.487,698,823,0.839,316,2096.579,0.699,547,1.846,0.027,736,542,1281.591,4.344,131.2856,3,245,136,8.598,17117,291947,125346,993,0.041,1,461995,929,266,0.791,'Cytisus scoparius'
1318,152.61,47.634,38799,1228,12.64,1891.5,136.574,40965,48577,19.4,23.817,20.696,2908,1451546,815,12137,17671,0.74,0.86,0.697,895,573.5,1848.166,713,815,1406,78,843,711,1165.39,9365,133.022689,3,235,114,0,17162,293638,112030,1,-0,0,486023,924,215,0.803,'Cytisus scoparius'
1175,141439,50.22,33234,1511,11.976,1889.5,130866,38679,45021,16617,25.11,19348,10618,1310.827,662,5938,17025,593,0.77,622,925,714.5,1668996,0.704,662,1355,135,0.859,738,1033.561,5244,85.640981,0,229,32,8454,17162,293638,100454,993,0.04,1,500.122,0.923,259,773,'Cytisus scoparius'
890,127054,43382,27,1607,11692,1593.5,116.063,33.663,40442,13.5,21691,17393,8797,919948,622,5864,18.138,602,0.776,0.559,0.913,703.5,1171315,0.76,622,1443,175,0.832,693,762946,11.19,162.677866,7,243,171,8873,15.108,229.316,76177,991,51,1,375397,0.942,0.241,833,'Cytisus scoparius'
1223,148752,54.818,30.8,1.78,8193,1411,137834,39461,47349,15.4,27.409,19805,21.7,1326059,562,4252,18093,518,0.72,867,927,188,1688391,0.724,562,1.44,0.056,833,695,1074248,2367,131.941061,1,243,158,5824,24713,609446,104243,997,19,0.000521,493.78,0.921,0.35,815,'Cytisus scoparius'
1389,155338,55.444,34665,1599,11712,2040,144264,42.054,49.446,17332,27.722,21.661,16049,1509495,625,5407,17372,575,758,0.681,929,651,1921.949,723,625,1382,0.07,851,723,1233662,2.962,130.085648,2,234,216,3864,37229,1384001,118209,0.999,0.009,0.000229,465.669,0.923,373,828,'Cytisus scoparius'
1468,174.309,57706,35289,1635,12.646,2292.5,150582,43.233,55.484,17.644,28853,22166,22595,1599361,612,4663,20697,561,0.749,0.64,0.864,824.5,2036369,721,612,1.647,77,779,607,1293691,6483,152.669694,14,243,157,8669,17095,290754,125523,993,39,1,533241,0.911,381,828,'Cytisus scoparius'
1697,181581,62032,35793,1733,14.976,2918.5,160906,46.483,57799,17896,31016,23745,22608,1743835,0.577,4994,19.429,562,0.749,581,0.886,1221.5,2220.32,764,0.577,1546,122,804,647,1515.419,1.917,149.704385,5,233,156,4757,29.46,873.11,144521,998,0.014,0.000348,471.318,0.923,375,0.839,'Cytisus scoparius'
2006,193338,67417,37911,1778,18.49,3916,175.8,50.538,61.541,18955,33708,27.633,18562,2007.341,562,6414,18634,562,0.75,512,909,1910,2555826,785,562,1483,109,821,674,1812662,7.826,105.295036,1,234,111,3483,44755,2001,170666,0.999,6,0.000187,417.054,927,428,845,'Cytisus scoparius'
898,125054,43.186,26,1661,7.54,1023,116111,33814,39806,13,21.593,18119,5.486,881.866,602,7.736,17415,613,0.783,878,0.928,125,1122827,0.8,602,1386,0.352,0.849,722,772946,5955,136.728458,1,229,136,4.839,29.917,893.001,76475,998,0.013,0.00036,534966,0.918,256,0.77,'Cytisus scoparius'
1420,153439,52202,37315,1399,9567,1569,142085,42521,48841,18657,26101,21.423,7171,1529872,715,8,16.58,0.663,815,905,0.926,149,1947894,0.729,715,1319,753,871,758,1266.561,4.28,115.114875,1,236,110,0,17677,312236,120700,1,-0,0,445955,0.923,0.427,823,'Cytisus scoparius'
1860,184167,63325,38.761,1.634,10943,2177,166794,48.664,58622,19381,31662,26.3,12915,1927.801,612,7318,18235,591,768,0.854,0.906,317,2454553,758,612,1.451,21,0.83,0.689,1675.833,2739,145.53066,1,243,164,8211,17677,312236,158966,0.994,0.04,1,426171,919,489,828,'Cytisus scoparius'
971,128125,46615,29.293,1591,12.199,1786.5,119979,35161,40783,14.646,23.308,17461,10672,1072455,628,5345,16906,569,754,544,0.936,815.5,1365.492,711,628,1345,87,862,743,842875,4819,148.82549,4,229,162,0,30439,924.57,82535,1,-0,0,474616,0.926,302,0.801,'Cytisus scoparius'
1466,167924,65,33187,1959,13.141,2683.5,156737,43.204,53452,16593,32.5,23432,40316,1694225,511,3.69,19235,442,665,546,0.933,1217.5,2157155,0.68,511,1531,713,0.808,653,1298076,2.433,141.351244,4,238,131,0,30439,924.57,124610,1,-0,0,415209,0.923,0.476,0.819,'Cytisus scoparius'
1859,187581,62.362,38,1641,18038,3534,165.44,48651,59.709,19,31.181,25.966,12667,1861.197,609,7296,18928,609,0.78,526,882,1675,2369.75,784,609,1506,0.082,815,664,1671.419,13.199,146.882952,7,229,156,3.82,30439,924.57,158248,998,0.013,0.000224,437845,917,491,828,'Cytisus scoparius'
1610,173.539,64.761,29,2233,19.71,4010,163389,45276,55239,14.5,32381,27609,16878,1475.034,0.448,6.72,18705,489,0.699,401,0.942,2400,1878.072,857,0.448,1489,272,0.82,672,1436461,26505,144.599483,18,236,118,0,11068,121416,136850,1,-0,0,389.012,929,462,836,'Cytisus scoparius'
1152,145924,47508,35741,1329,12.58,1877.5,128816,38298,46449,17.87,23754,19239,6.43,1333.574,752,7.587,18484,0.65,0.806,614,883,725.5,1697.959,0.678,752,1.471,244,825,0.68,1006076,4144,124.880577,8,223,125,0,11068,121416,97920,1,-0,0,428805,924,445,0.824,'Cytisus scoparius'
987,132368,48.26,29851,1617,13.607,2063,122.327,35.45,42.134,14.926,24.13,18.237,14202,1131452,619,4.839,17752,0.54,735,478,924,1076,1440609,685,619,1413,67,841,708,854632,1972,106.25,2,231,115,0,11068,121416,83895,1,-0,0,439.427,925,409,843,'Cytisus scoparius'
1196,163865,54203,30899,1754,14.097,2400.5,137235,39023,52.16,15.45,27.102,19049,18003,1315.409,0.57,4.49,22451,518,0.72,498,0.837,1204.5,1674.831,0.714,0.57,1787,0.202,748,0.56,1032135,3438,116.873186,1,228,113,0,11068,121416,101660,1,-0,0,409.873,922,499,0.837,'Cytisus scoparius'
1105,142.51,50.99,31391,1624,8.534,1367,128862,37509,45.362,15695,25495,19011,12.576,1257131,616,5.361,18379,541,736,0.808,904,262,1600629,0.69,616,1463,0.036,0.827,684,962.49,1.98,121.359112,2,234,117,12685,11068,121416,95190,0.984,92,2,440017,0.918,0.476,816,'Cytisus scoparius'
1066,133196,46325,33234,1.394,8988,1308,123851,36841,42398,16617,23162,18553,7.34,1209171,0.717,6848,16643,632,795,815,0.93,242,1539.564,0.692,0.717,1324,67,0.869,755,932804,3.038,139.491438,4,236,128,4992,32604,1061001,90773,998,0.011,0.000383,440846,924,431,843,'Cytisus scoparius'
1322,171137,55.57,34.807,1597,8859,1546.5,142585,41027,54475,17403,27785,21.231,15827,1519116,626,5.337,22154,545,738,855,833,224.5,1934.199,0.683,626,1.763,0.056,753,0.567,1150863,3403,134.11236,3,243,131,0,12.666,159181,112370,1,-0,0,418781,919,499,841,'Cytisus scoparius'
1127,138267,46755,33941,1.378,10059,1477.5,126.638,37881,44012,16971,23377,19.036,5355,1246353,726,8226,16963,0.656,0.81,763,0.916,350.5,1586906,0.71,726,1.35,423,861,741,988.733,3613,129.347913,1,233,126,11.619,12.666,159181,96827,988,68,2,504269,0.908,461,0.811,'Cytisus scoparius'
1189,150167,50448,33941,1486,8849,1402.5,133507,38909,47799,16971,25224,19559,12.449,1344807,0.673,5544,18.966,595,0.771,848,889,213.5,1712.262,0.694,0.673,1.509,248,0.814,0.663,1038833,4.451,141.183312,5,245,153,6263,19891,394401,101439,995,0.029,0.000603,357474,927,535,0.859,'Cytisus scoparius'
1302,145095,51856,35223,1472,9189,1497,137.728,40716,46185,17.612,25928,20682,11477,1434555,679,6105,16.17,616,785,0.87,0.949,195,1826533,713,679,1287,634,882,777,1156905,3031,125.549572,13,238,117,3.88,36042,1297001,110810,998,0.009,0.000231,379.487,0.926,509,845,'Cytisus scoparius'
1225,164.066,53.263,34598,1.539,10727,1795,136615,39493,52224,17299,26.632,19.769,14.184,1447.34,0.65,5249,21974,0.55,741,682,833,570,1842.811,665,0.65,1749,67,0.756,0.572,1060934,1.75,131.867334,24,241,114,4.429,34957,1220001,104280,998,0.01,0.000302,361.937,929,517,857,'Cytisus scoparius'
800,118225,41485,24516,1692,11832,1542,111074,31915,37632,12258,20.742,16.876,9203,798778,591,5563,17472,0.592,769,519,0.94,742,1017.036,787,591,1.39,0.014,848,0.719,681775,2822,139.87697,9,242,148,0,16758,278877,68000,1,-0,0,465819,922,0.383,0.837,'Cytisus scoparius'
1135,146.61,49518,32648,1517,19.429,3022.5,129.074,38015,46667,16324,24759,18756,7669,1269714,659,6773,18938,589,768,376,0.88,1887.5,1616.65,0.702,659,1507,135,815,664,988.39,2977,112.371058,5,221,129,8508,16758,278877,97049,993,39,1,446.698,917,474,826,'Cytisus scoparius'
1800,186167,61685,39,1.582,12183,2361,163486,47.873,59.259,19.5,30842,25482,14.096,1889434,632,6.787,19254,602,0.776,762,878,561,2405703,748,632,1.532,87,0.808,653,1613.833,10035,145.616311,1,235,156,3253,42.391,1795001,153138,0.999,0.007,0.000163,535268,912,0.388,794,'Cytisus scoparius'
1107,130953,45277,35355,1281,13867,1972.5,124583,37543,41684,17678,22638,18952,4.634,1257251,0.781,8804,15491,688,0.829,561,951,865.5,1600781,0.692,0.781,1.233,102,0.901,0.811,976047,6.083,132.128631,2,246,152,4238,33227,1102001,94236,998,0.01,0.000276,413223,0.926,447,816,'Cytisus scoparius'
1034,136024,45,32497,1385,12.697,1795,121932,36284,43298,16248,22.5,18115,6.02,1148528,722,7.383,17.894,0.65,0.806,0.576,0.896,761,1462351,0.707,722,1.424,0.283,838,0.702,897.976,4098,119.84456,1,229,95,8671,16108,258759,88447,992,0.044,1,330064,937,499,855,'Cytisus scoparius'
1423,173.48,57801,33986,1.701,21.133,3837.5,146971,42565,55.22,16993,28901,21.19,18183,1542844,588,4.969,21149,542,736,371,847,2414.5,1964.41,0.724,588,1683,114,0.771,594,1249.52,4073,158.487474,5,232,157,3.817,37683,1418001,121099,0.999,8,0.000224,443584,927,0.394,797,'Cytisus scoparius'
867,122.468,43081,27.251,1581,17.943,2428.5,114124,33225,38.983,13626,21541,17.21,8.81,922073,633,5.798,17299,595,0.771,0.357,932,1561.5,1174.02,738,633,1.377,98,852,726,744.532,5.14,106.739,3,238,119,5761,20.757,428.984,73935,995,0.026,0.00051,359736,934,467,0.824,'Cytisus scoparius'
1086,148995,52.01,28991,1794,18116,2960,130808,37185,47427,14.496,26005,18.272,19428,1184247,557,4145,20442,511,715,0.367,878,1874,1507.83,0.72,557,1.627,66,784,615,937005,4.389,151.059659,9,227,175,8134,19038,361587,92774,0.994,32,1,447.867,0.918,461,0.827,'Cytisus scoparius'
1159,143095,49.82,32137,1.55,20969,3282,131611,38415,45549,16.069,24.91,19392,13163,1257476,645,5345,17667,595,0.771,353,0.92,2123,1601068,0.724,645,1406,66,843,711,1015905,3917,149.547962,22,221,147,0,30.067,902.001,98515,1,-0,0,456.942,917,0.458,825,'Cytisus scoparius'
907,143681,46.141,27.078,1704,18.14,2629.5,118845,33.983,45735,13.539,23.071,18105,9.983,981.286,0.587,5.73,22761,542,736,345,0.827,1722.5,1249412,726,0.587,1811,1493,743,552,763319,4819,96.506477,2,230,101,4383,30.067,902.001,77227,998,12,0.000295,373025,0.933,461,0.834,'Cytisus scoparius'
1966,187581,66212,38758,1.708,28987,6029.5,171983,50032,59.709,19379,33106,26774,17779,2015.538,585,6.35,17898,0.571,0.756,326,917,4063.5,2566262,0.766,585,1.424,292,838,0.702,1778.419,7.158,116.626187,1,247,116,3451,44.306,1961001,167263,0.999,6,0.000183,691695,0.89,161,0.683,'Cytisus scoparius'
1364,168995,51.4,38891,1.322,10165,1641.5,141063,41674,53793,19445,25.7,21211,8712,1570016,757,7186,20.938,657,0.811,831,835,277.5,1999006,682,757,1666,145,775,0.6,1195005,1.438,119.65582,1,225,103,4197,36.892,1359001,116095,0.999,0.009,0.000271,586057,905,384,0.798,'Cytisus scoparius'
915,130.61,44.944,28.777,1.562,18244,2576,117822,34132,41575,14388,22.472,17596,9404,1015797,0.64,5.738,18.644,0.577,759,355,902,1661,1293353,0.707,0.64,1484,81,821,674,784.39,1693,104.699758,3,221,101,8276,17.39,300569,78209,993,0.037,1,372.82,929,0.497,847,'Cytisus scoparius'
884,129154,43863,26,1.687,20.562,2833.5,115954,33549,41.111,13,21932,18308,7938,895707,593,6.498,18.87,585,765,312,898,1949.5,1140.449,775,593,1.502,114,816,0.666,754846,3343,70.841426,1,233,21,5.28,29682,879.001,75297,998,0.013,0.000429,467401,917,446,807,'Cytisus scoparius'
815,121539,46.4,24962,1859,12.609,1838,115007,32213,38687,12481,23.2,16463,15.322,909668,0.538,4206,18125,0.482,0.694,0.443,946,1023,1158225,0.704,0.538,1442,0.089,833,693,693461,6675,150.151073,9,230,150,4.344,28496,810.001,69399,998,0.014,0.00029,346999,0.933,502,856,'Cytisus scoparius'
910,134225,45651,26,1756,18955,2718.5,119427,34039,42725,13,22825,18724,6.21,932206,0.57,7.514,19798,556,746,335,0.89,1808.5,1186922,767,0.57,1575,561,797,635,775775,21415,132.41524,0,223,144,5072,30116,905.001,77503,998,12,0.000395,450865,917,466,0.824,'Cytisus scoparius'
942,139238,50.931,25246,2017,8.6,1376,126581,34632,44.321,12623,25.466,17.228,22.75,1009.866,496,3612,20581,462,0.68,685,909,434,1285.801,733,496,1.638,0.101,0.781,611,802762,2835,120.715509,2,229,146,5083,30643,937.001,80226,998,12,0.000397,514193,914,0.399,792,'Cytisus scoparius'
1965,199581,64777,38,1705,35145,7152,171.742,50019,63.529,19,32.388,28.12,16643,1933264,0.587,6893,20271,596,772,275,861,5187,2461508,0.798,0.587,1.613,0.093,787,0.62,1765.419,18997,141.234395,3,238,122,5937,25549,650975,167481,997,19,0.000542,70265,515,78,652,'Cytisus scoparius'
863,127397,43081,26,1.657,8.098,1096,114476,33148,40552,13,21541,17605,5718,879.736,604,7.363,18.806,0.592,769,787,899,233,1120114,0.77,604,1.497,154,0.817,0.668,735.603,10377,132.710778,3,232,135,0,41.461,1717001,73355,1,-0,0,343936,0.936,484,0.837,'Cytisus scoparius'
1722,163338,57567,40,1439,27943,5053.5,154.973,46824,51992,20,28.784,24.07,8371,1808.532,695,8.319,15493,662,813,341,0.949,3331.5,2302694,748,695,1.233,19,0.901,0.811,1558662,4328,134.399117,1,234,162,3542,41.461,1717001,146517,0.999,0.007,0.000193,109723,792,77,664,'Cytisus scoparius'
1074,136.853,50.249,28.598,1757,22177,3501,128418,36979,43562,14.299,25125,17691,15.799,1128639,569,4.451,17438,542,736,307,938,2427,1437027,747,569,1.388,0.05,0.849,721,937.147,4.517,157.445047,3,231,163,4.241,32726,1069001,91429,998,0.011,0.000277,588.4,907,354,0.811,'Cytisus scoparius'
1497,163338,57245,38,1506,26.02,4679.5,148895,43658,51992,19,28623,21983,15.664,1708487,664,5.554,17822,0.582,763,0.32,912,3182.5,2175313,688,664,1.418,341,0.84,705,1333662,20447,128.918595,8,237,144,5.877,22287,494957,127639,996,24,0.000531,156064,856,0.07,0.671,'Cytisus scoparius'
1714,182167,64885,34.462,1883,32052,6533.5,165.936,46715,57985,17.231,32442,25129,32412,1756.209,531,4414,19361,518,0.72,262,0.911,4819.5,2236075,767,531,1541,0.1,0.806,649,1531.833,4151,133.962785,8,247,86,3333,41364,1709001,145828,0.999,0.007,0.000171,709939,862,0.118,0.689,'Cytisus scoparius'
