Var1,Area,Perimeter,x_Feret,x_Breadth,x_AspRatio,x_RFactor,x_ConvexArea,x_ConvexPerimeter,x_ArEquivD,x_PerEquivD,x_MinR,x_MaxR,x_avgR,x_VarianceR,x_EquivEllAr,x_ModRatio,x_HaralickRatio,x_ThinnessR,x_Roundness,x_Compactness,x_Solidity,x_Convexity,x_Concavity,x_ArBBox,x_Rectang,x_Sphericity,x_Elongation,x_BendingEnergy,x_Jaggedness,x_Circularity,x_Endocarp,DistanceCM_FB,Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
31,1636,205238,84.172,30837,2.73,16392,4334.5,191588,45.64,65329,15419,42.086,26.47,101757,2038.61,366,2.624,25747,294,542,377,0.933,2698.5,2595639,0.63,366,2049,12534,0.699,488,1430.762,7987,82.4709141274238,1,242,7,0,22603,510284,139060,1,-0,0,400.237,0.939,0.186,741,100.711218836565,56.7088378705022,10.0354979366529,78.8019390581717,48.0216467314065,8.87704562668075,53.3975069252078,39.8869315925353,7.30735977800517,0.146234138201732,0.156062053808746,0.382405724593307,0.594514071267444,0.251280711851498,0.771047385876798,0.409429145619466,0.211148054326583,0.639866506092846,Amorpha fruticosa
32,1366,200.51,84095,26261,3202,12037,3180,186.069,41.704,63824,13.13,42048,26225,96.747,1734465,312,2.666,29432,0.246,496,0.43,0.928,1814,2208.39,619,312,2342,3952,653,0.427,1165.49,5119,94.5891389782065,1,249,127,0,22603,510284,116110,1,-0,0,369.638,0.944,193,0.756,113.856734548053,47.0639518621947,10.6703671233961,91.8435155412647,43.8007357599377,9.58350225863514,58.1429081814934,37.8110915039151,7.62514971534942,0.129548744813551,0.103501224849492,0.359928805201183,0.560112543061929,0.236042126509264,0.748406669573387,0.456531394265459,0.178520530652509,0.675671069578577,Amorpha fruticosa
33,1936,237.48,98.127,32551,3015,8815,2717.5,222037,49.649,75592,16275,49.064,30.106,148968,2508677,332,2467,29131,256,506,0.712,935,781.5,3194147,606,332,2318,12.361,657,431,1698.52,8.847,98.4748382458663,1,252,113,0,22603,510284,164560,1,-0,0,344043,907,55,639,124.756290438533,45.7411174499769,11.1694355469976,92.4126527677929,42.5045559866206,9.61314999195336,60.667145938174,38.8190733022516,7.7889117300284,0.108138309706345,0.0949476866982829,0.328843898691073,0.563801719713531,0.238292225454988,0.750867311656015,0.495259440943882,0.173854732682948,0.70374671647112,Amorpha fruticosa
34,2807,286.09,114.403,38.46,2975,11298,4060.5,255.339,59783,91065,19.23,57201,35615,162.47,3455.731,336,2.794,29158,273,523,691,893,1253.5,4399974,638,336,2.32,319,0.656,431,2520.91,38884,90.075723830735,0,205,127,0,22603,510284,238595,1,-0,0,380.544,943,205,0.75,112.535263548627,54.1907990398792,10.6082639271761,85.2590942835932,46.5416506182334,9.23358512624393,55.7936154417223,37.7956756047909,7.46951239651708,0.147342557315313,0.174297247393469,0.383852259750171,0.587806565079119,0.237898439806257,0.766685440763759,0.452159482946854,0.202232567433231,0.672428050386697,Amorpha fruticosa
35,2519,255563,107331,37878,2.834,9965,3360,241449,56633,81348,18939,53.666,30788,153885,3193008,353,2.482,25928,278,528,0.75,945,841,4065.464,0.62,353,2063,441,696,485,2263437,9683,78.2903453136011,1,250,94,0,22603,510284,214115,1,-0,0,414.87,937,0.178,728,100.553558844257,45.5052990095331,10.0276397444392,72.7135306553911,42.1164360332901,8.52722291577927,48.5451021846371,38.0088191114954,6.96743153426261,0.127333877802148,0.148671623760731,0.356838728002088,0.613350570370341,0.255031366988472,0.783167013075973,0.405051886857632,0.169721782843206,0.636436867927709,Amorpha fruticosa
36,2244,246.191,103.407,33853,3055,10.594,3441.5,230.319,53452,78365,16927,51703,30483,133694,2749433,327,2636,27.01,267,517,652,0.936,1197.5,3500687,0.641,327,2149,85,682,465,1997809,8416,89.0109223300971,1,203,84,0,22603,510284,190740,1,-0,0,350846,0.947,0.234,0.756,113.861650485437,42.3210670624829,10.6705974755604,83.2305825242718,38.6515034156949,9.12307966227807,53.5453074433657,37.1329925565733,7.3174659167888,0.114128264470123,0.109187813266633,0.337828750212475,0.58854397024266,0.248477058964545,0.767166194668835,0.45486230090742,0.159008438891104,0.674434801079704,Amorpha fruticosa
37,2273,248392,103005,35759,2.881,11037,3571.5,229.966,53797,79066,17.88,51.502,30.113,132907,2892913,0.347,2612,27.144,273,522,636,0.926,1298.5,3683.371,617,0.347,2.16,3033,0.68,0.463,2024608,3395,66.3870967741936,0,199,34,0,22603,510284,193205,1,-0,0,415751,938,218,735,88.9934667211107,45.4784114169706,9.43363486261317,60.172723560637,39.9205089329997,7.75710793792616,39.0400163331972,34.3823422247887,6.24820104775744,0.148299017911575,0.205671964955716,0.385096115160326,0.653083556614208,0.255687399674387,0.80813585282068,0.359322332444615,0.171267923237998,0.599435011026729,Amorpha fruticosa
38,2039,254877,105119,32404,3.244,10738,3546,230.009,50952,81.13,16202,52559,32059,128435,2675288,308,2.829,31.86,235,485,575,902,1507,3406283,599,308,2535,3082,628,0.394,1784.123,8.19,96.026055705301,3,217,128,5972,22603,510284,173854,996,24,0.0005482,406414,0.939,207,745,119.187780772686,44.5822935963233,10.9173156395099,91.6639712488769,41.9501504623952,9.57413031292539,57.6500449236298,38.2000199129045,7.59276266741097,0.118857208695563,0.0918388509495515,0.344756738433874,0.573750823861203,0.242257336708908,0.757463414206391,0.474869192960203,0.169448016663041,0.689107533669603,Amorpha fruticosa
39,2070,238593,99045,34435,2.876,9032,2810.5,218542,51338,75946,17218,49523,31064,117072,2678737,348,2.871,27.501,0.269,518,737,0.916,740.5,3410.674,607,348,2188,19,0.676,457,1831.407,5.967,85.1477663230241,1,202,105,3077,45464,2065,176090,0.999,6,0.0001456,424.982,937,271,0.75,106.1156930126,45.100071029693,10.3012471581164,80.336197021764,43.2244866686005,8.96304619098686,54.9083619702176,38.0430862498398,7.41001767678173,0.128376665972589,0.138526940063769,0.358296896403791,0.559874805821919,0.25639284020588,0.748247823800323,0.426150528940098,0.170836157538142,0.652802059540331,Amorpha fruticosa
40,1506,215.823,85376,28.458,3,8523,2286,193097,43.789,68699,14.229,42688,26549,102943,1908223,0.333,2617,30.929,263,513,659,895,780,2429625,0.62,0.333,2461,514,637,406,1290177,9061,77.6212121212121,0,219,126,6959,19824,397224,128546,995,32,0.0007442,366.56,945,228,755,98.8148880105402,47.6588692730908,9.9405677911546,72.4380764163373,43.7810944529536,8.51105612813929,48.7233201581028,38.559372111474,6.98020917724553,0.131727536400827,0.152367887918139,0.362942883110865,0.59912744328218,0.265678212087979,0.774033231381044,0.398243302591129,0.180229205952988,0.63106521262951,Amorpha fruticosa
41,2162,256149,103.73,34022,3049,9.608,3131,231.694,52467,81535,17011,51865,29029,130173,2771.731,0.328,2544,30.348,256,506,691,905,969,3529078,613,0.328,2415,2.04,643,414,1905851,5.201,84.6236902050114,0,235,96,6601,20895,436786,184455,995,0.029,0.0006697,378301,0.942,177,732,103.41138952164,48.5116377285464,10.1691390747516,81.69430523918,43.6051724684725,9.03849020794845,50.4405466970387,38.2497608821355,7.10215085006216,0.141425527188977,0.13599653520711,0.376065854856536,0.602623856137196,0.250251184998084,0.776288513464676,0.415682701326544,0.182539879095296,0.644734597587677,Amorpha fruticosa
42,2904,301647,116499,40305,2.89,12.892,4718.5,259.826,60.807,96.017,20153,58.249,34365,154828,3687837,0.346,2762,31.333,272,522,615,861,1814.5,4695499,618,0.346,2.493,5343,633,401,2602353,39042,66.6976744186046,0,214,56,2988,53.861,2899,247001,0.999,4,0.0001373,351.257,945,183,721,88.2625147812377,42.6063022264865,9.39481318501,60.7445802128498,37.8713083591882,7.79388094679729,40.8135593220339,33.8873086846583,6.38854907800151,0.14659086979042,0.199272696968694,0.382871871244703,0.638400696397965,0.251839957151979,0.79899981001122,0.35830802167142,0.159604191291286,0.59858835744727,Amorpha fruticosa
43,1764,270534,112161,31.312,3582,8798,3100,239705,47.392,86.114,15.656,56.08,30.833,193205,2758285,0.279,2218,41.49,179,423,569,0.886,1336,3511958,502,0.279,3302,0.19,0.55,303,1493.466,10036,96.2214964370546,1,229,95,0,50695,2568,149940,1,-0,0,412575,938,0.22,738,113.782066508314,51.9234835048669,10.6668676990161,93.5576009501188,43.819644763577,9.67251781854749,63.8812351543943,39.6504501598571,7.99257375032563,0.157199646925402,0.135029284644669,0.396484106775293,0.522877023733831,0.248330723256833,0.72310236048144,0.463234129756415,0.189250178959982,0.680613054353511,Amorpha fruticosa
44,2573,290.333,118258,39409,3.001,9.18,3410.5,256878,57.237,92416,19705,59129,33875,170.897,3660308,0.333,2591,32.761,0.234,484,754,885,837.5,4660.449,552,0.333,2.607,9833,619,384,2282667,6856,81.2658172231986,0,201,93,2326,50695,2568,218823,0.999,5,0.0003071,368.646,0.944,237,0.744,102.770210896309,43.6734174703322,10.1375643473326,76.4652899824253,39.0869993726793,8.74444337750696,49.4951669595782,33.3775798070247,7.03528016212419,0.142566785042893,0.178511992081042,0.377580170351799,0.589792858510929,0.236855535278453,0.767979725325434,0.412224749302181,0.163397222089754,0.642047310797406,Amorpha fruticosa
45,2472,265848,111866,36765,3043,12775,4489.5,248234,56102,84.622,18383,55933,33496,165.598,3230176,0.329,2603,28.59,252,502,551,934,2017.5,4112787,601,0.329,2275,774,0.663,0.44,2206152,13481,83.0053879310345,1,211,101,2253,49.689,2467,210232,0.999,5,0.0003071,375413,941,192,737,102.414870689655,42.6346514446966,10.120023255391,78.9498922413793,40.0046785672127,8.88537518855447,52.8566810344828,36.1375768705964,7.27026003898642,0.134220086937722,0.14583706305019,0.366360596868334,0.562880854166128,0.243699467234297,0.750253859814215,0.411621027721432,0.161663073101606,0.641576985030972,Amorpha fruticosa
46,2001,261948,103.856,34.307,3.027,14952,4878.5,228076,50475,83381,17153,51.928,30366,163313,2798.35,0.33,2376,34291,0.236,486,0.41,871,2877.5,3562.97,562,0.33,2.729,23.223,605,366,1739.052,10.889,83.8811700182815,0,253,8,4.469,25.863,668.516,170431,997,19,0.0003071,341398,0.947,201,747,99.9957343083486,58.6806620936063,9.99978671314286,80.8336380255942,54.3953660103784,8.99075291761453,57.3187081048141,47.6605650487804,7.57091197312544,0.158901739917666,0.185365517057022,0.398624810965983,0.564194064423211,0.269877395683908,0.751128527232997,0.404638491594079,0.221731828253897,0.63611201182974,Amorpha fruticosa
47,1377,205238,86585,28,3092,24646,6704,189.79,41872,65329,14,43293,24.667,115.847,1904108,0.323,2292,30.59,0.234,484,205,925,5327,2424386,568,0.323,2434,12.654,0.641,0.411,1171762,6.27,69.2225237449118,0,198,96,2614,37.068,1372001,117142,0.999,0.009,0.0001051,319147,0.949,187,0.761,89.2514699231117,44.6229461432006,9.44729961010614,63.790592492085,40.1704065017717,7.98690130727086,44.5418362731796,35.9553826085474,6.67396705664476,0.151256357014205,0.208859090709153,0.388916902453731,0.606651391323501,0.26286012167657,0.778878290443059,0.361057457808995,0.168175910884488,0.600880568673172,Amorpha fruticosa
48,1706,201.439,83726,30,2.791,16842,4430,190.557,46606,64.12,15,41863,29789,75836,1972741,358,3.421,23785,0.31,557,385,946,2724,2511772,679,358,1893,1965,727,528,1504.561,34596,95.9821109123435,1,226,111,3.414,41.267,1701001,145151,0.999,0.007,0.0001792,374365,0.94,183,0.756,117.950506857484,54.0206851351928,10.8605021457336,91.5712581991652,46.8416359999677,9.56928723569134,60.9773404889684,39.5026443855072,7.80879891461987,0.136581279488557,0.145659715871869,0.36956904563093,0.555388220370116,0.240216907107012,0.745243732191097,0.471734072281267,0.203126110725965,0.686828997845364,Amorpha fruticosa
49,2019,239.823,99639,33,3.019,9399,2942,221.03,50702,76.338,16.5,49.82,30638,103555,2582467,331,3011,28487,259,509,0.686,922,923,3288099,614,331,2267,205,664,441,1779.177,18186,91.4189189189189,1,213,108,0,44294,1960001,171615,1,-0,0,362.618,937,0.112,0.717,108.995135135135,51.4827046534031,10.4400735215388,88.9054054054054,46.3483322178463,9.42896629569782,58.1427027027027,40.4926552006102,7.62513624158301,0.141033266167697,0.120973526358597,0.375543960366423,0.55573309556586,0.245120001430876,0.745475080445926,0.439088500264971,0.191950656773555,0.662637533094052,Amorpha fruticosa
50,1965,238894,97329,32467,2998,10725,3279.5,219423,50019,76042,16233,48665,30439,111398,2481842,0.334,2884,29044,264,514,599,0.918,1314.5,3159.979,622,0.334,2311,0.404,0.658,433,1726106,7.997,78.9739353891336,0,216,95,2842,44294,1960001,167151,0.999,6,0.0001242,332719,0.944,125,0.71,104.856461086637,54.9606705984158,10.239944388845,71.917033773862,48.9870558184972,8.48039113330641,47.3920704845815,37.0620132655305,6.88418989312334,0.146093156295655,0.215635370054918,0.382221344636397,0.6338552748146,0.242188464370968,0.796150284063631,0.419773401284155,0.209002134307221,0.647899221549274,Amorpha fruticosa
51,1546,205095,85726,29272,2929,9244,2489.5,194513,44367,65.284,14636,42863,29.598,70859,1970876,341,3516,27.208,268,518,621,948,943.5,2509397,616,341,2165,0.57,0.68,462,1340905,14838,93.6661184210526,1,218,106,0,89.437,7997,131410,1,-0,0,315478,935,161,764,113.563596491228,45.5012349528114,10.6566221895696,89.9901315789474,41.1624014432747,9.48631285478965,60.3152412280702,37.1008598201339,7.7662887680069,0.13690352584357,0.133770251821234,0.370004764622795,0.54094206599071,0.241267736430014,0.735487638231065,0.456179050567595,0.169872617908847,0.675410283137291,Amorpha fruticosa
1,15502,489931,170,114794,1.481,29934,15987,463661,140491,155.95,57397,85,72596,90162,15326965,675,7645,15.484,0.683,826,0.97,946,485,19514898,794,675,1232,0.018,0.901,812,15012069,8.966,145.528157201054,3,212,195,0,89.437,7997,1317670,1,-0,0,35842,0.984,675,955,195.333932422717,47.1649837238921,13.976191628005,132.877785765636,40.1963266782912,11.5272627178197,79.8461538461538,26.8085202859227,8.93566750982566,0.0923852170601299,0.115015773087464,0.303949365947899,0.591026909576239,0.144851635461741,0.768782745368442,0.766987590626992,0.183076362920773,0.875778277092434,Anagyris foetida
2,15172,475931,169169,114852,1473,29.157,15495.5,455594,138988,151494,57426,84584,72176,63618,15259.76,679,9049,14929,675,0.822,0.979,0.957,323.5,19429.33,0.781,679,1188,4,917,0.842,14696069,12.266,114.789255748066,4,213,110,0,89.437,7997,1289620,1,-0,0,38046,0.984,672,956,170.621771820856,44.7394205955996,13.0622269089484,93.0664705241364,43.5415997424043,9.64709648153974,80.1258581235698,40.1360448488121,8.95130482798848,0.237196142539103,0.386753592341029,0.48702786628601,0.568139691539737,0.196503510006523,0.753750417273342,0.670389101483551,0.173149357765021,0.818772924249179,Anagyris foetida
3,8677,367505,134183,82287,1631,21.606,9108,351226,105109,116.98,41144,67.091,51518,84307,8672,613,5.611,15565,614,0.783,953,956,431,11041.533,0.786,613,1239,3,899,807,8309495,21639,83.2042610754143,1,180,84,0,89.437,7997,737545,1,-0,0,38856,0.984,685,0.96,141.045767106301,40.1184708639217,11.8762690735054,56.7937098410551,32.6214364492129,7.53616015229607,67.4518092661481,36.8540941517406,8.21290504426711,0.841217729493755,0.323510960938784,0.917179224303383,0.628789699674473,0.195977740387375,0.792962609253723,0.555324354970275,0.153617867395241,0.745200882293006,Anagyris foetida
4,8002,353647,133454,76717,1.74,20043,8403,339.71,100.938,112569,38.358,66727,49.55,106.653,8041.048,575,4798,15.629,0.572,0.756,0.952,961,401,10238.18,782,575,1244,17,897,804,7648353,1203,87.3248990258969,2,159,90,1051,89.437,7997,680264,1,2,3,39635,983,0.69,961,147.895699691138,28.5565007419296,12.1612375887957,58.223806129722,26.5832496792353,7.63045255078111,78.3529341886434,27.4954118944166,8.85171927868498,0.921415884053964,0.174855896013949,0.95990410148825,0.616329148505807,0.169506924934605,0.785066333825243,0.58207016710224,0.10765834691465,0.762935231262943,Anagyris foetida
5,7974,369789,127945,79182,1.616,20621,8288.5,336916,100.761,117.707,39591,63973,49089,81785,7956831,619,5428,17149,0.62,0.788,0.962,0.911,314.5,10130952,787,619,1365,66,856,733,7604.211,4489,82.548661090579,1,156,111,13.916,8235,65.886,691085,972,157,3,41227,982,0.692,0.96,143.865266160928,36.3529756982014,11.994384776258,54.911884847306,31.2399040898282,7.41025538340656,64.1281203397523,31.1253889120232,8.00800351771603,0.756896243256001,0.394394635295323,0.869997840949046,0.655579865462285,0.183883351685966,0.809678865638893,0.566116050258607,0.138342357904275,0.752406838258802,Anagyris foetida
6,7925,343.22,118.95,83.9,1.418,22517,8414.5,328.771,100.451,109.25,41.95,59475,51.889,35342,7838174,705,8728,14864,713,0.844,0.942,958,489.5,9979873,794,705,1183,17,919,845,7581.78,6.378,114.532828282828,9,200,162,0,61254,3750215,673625,1,-0,0,44.13,982,684,0.959,167.827688651218,55.3671181418353,12.9548326369436,95.7216280451575,51.6996088135277,9.783743048811,71.353238265003,45.7407965863374,8.44708460150619,0.0753843370788301,0.162852734600002,0.274562082376336,0.623408026493978,0.212092091418858,0.789561920620529,0.659021588433396,0.215840102748201,0.811801446434654,Anagyris foetida
7,7509,339907,118596,77.761,1525,21.931,8171,324612,97779,108196,38.88,59298,51441,44132,7243026,0.656,7.743,15386,0.68,0.824,919,955,662,9222107,0.814,0.656,1224,6,904,0.817,7169.093,4.8,126.06114918292,14,199,151,1183,61254,3750215,638410,0.999,4,0,40817,983,695,0.962,180.251713231418,43.3204397701053,13.4257853860181,106.983131259884,38.1118826330918,10.3432650193198,81.9106483921982,40.4864831875071,9.05045017621766,0.0634504226388537,0.128253304374635,0.251893673280719,0.57340815826265,0.18248539308237,0.757237187585666,0.70763227800352,0.16850853904578,0.841208819499368,Anagyris foetida
8,11720,433.002,152611,96949,1574,26.452,12682,404347,122.157,137829,48475,76305,61137,104949,11620331,635,5968,15998,0.641,0.8,924,934,962,14795465,792,635,1273,15,0.886,0.786,11286998,10.469,138.49385270846,0,200,166,2052,54.209,2940.481,996644,0.999,5,0,84764,982,259,0.869,189.340109555691,56.5287502283055,13.7600911899482,126.790383444918,42.3229566131171,11.2601235981191,65.1920876445526,29.1629321461042,8.0741617301459,0.0925757456091902,0.0854274606947879,0.304262626047285,0.660765025056247,0.156744158026147,0.812874544475497,0.743518432327319,0.220073495830358,0.862275148851757,Anagyris foetida
9,9648,380.617,136033,89.332,1.523,26289,11235,366037,110834,121154,44.666,68017,54.384,84.83,9544269,657,5905,15015,664,815,0.859,0.962,1587,12152.141,794,657,1195,8,915,0.837,9267383,15542,144.565237436607,15,202,129,1.981,50287,2565.58,820466,0.999,6,0,85566,983,235,0.86,192.887851544491,32.556858495668,13.8884070916895,127.914361456893,25.3537402854593,11.3099231410692,103.35857538036,26.8490185117124,10.1665419578321,0.0580277718935119,0.0943310296811329,0.240889542931012,0.468929403760105,0.110488089925883,0.684784202329541,0.757036313834058,0.125912530296306,0.870078337757042,Anagyris foetida
10,9451,377.304,131655,90.893,1.448,27039,11183.5,360398,109697,120.099,45.447,65827,54.111,64425,9398484,0.69,6.742,15.063,0.694,833,845,955,1732.5,11966521,0.79,0.69,1199,31,0.913,0.834,9073696,5232,109.318791097623,0,205,181,0,13.653,184767,803335,1,-0,0,75954,0.984,249,868,164.428806272129,59.8943981504141,12.822979617551,90.0223823975721,58.6497224018713,9.48801256310151,64.0901618614062,45.2976758541585,8.00563313307612,0.117234364232817,0.240769792033814,0.342395041191921,0.661871452593883,0.217165938001707,0.813554824577842,0.64653366657743,0.232077297132807,0.804073172402506,Anagyris foetida
11,8388,360.86,131034,78,1.68,24253,9984,347.492,103344,114865,39,65517,50258,96804,8027.303,595,5.108,15525,622,789,0.84,963,1596,10220679,821,595,1235,0.014,0.9,809,8027.14,14216,105.830443569833,2,168,118,0,13.653,184767,712980,1,-0,0,76542,0.984,237,0.864,162.162748643761,34.9855243538882,12.7343138269701,85.2105095202638,26.1473126271773,9.23095387921876,64.1475374960111,30.3418192653151,8.00921578533199,0.127641213271165,0.27077321840735,0.357269104837187,0.621699481119114,0.176207782978848,0.78847922047389,0.637166676052459,0.134473234122347,0.798227208288755,Anagyris foetida
12,8287,361848,125196,83196,1505,25.402,9991,340686,102.72,115.18,41598,62598,51.38,63917,8180.52,665,6.427,15.8,0.673,0.82,0.829,0.942,1704,10415761,0.796,665,1.257,21,892,795,7925.152,2484,107.273467853114,2,190,122,8.447,13.653,184767,709504,0.989,68,1,90.94,981,0.22,853,165.981075322722,39.1587363949073,12.8833642858813,83.5956886827923,37.7441375081079,9.14306779384208,75.1894974307557,35.4405633023143,8.6711877750834,0.248329318877446,0.401463515332894,0.498326518336568,0.579177478647264,0.177909892467076,0.761037107273531,0.651994328248954,0.151113020562103,0.807461657448175,Anagyris foetida
13,8045,352191,126.27,81733,1545,28399,11265.5,336025,101209,112.106,40866,63135,50242,75295,8105.59,647,5.79,15418,642,802,0.714,0.954,3220.5,10320358,0.78,647,1227,0.009,903,815,7692809,9168,157.264233759719,19,213,193,0.97,89677,8040,683912,1,2,0,85.043,982,221,856,211.568472535741,42.3644074896429,14.5453935160153,144.465262101831,38.4548025564964,12.0193702872418,80.5494105843993,36.6053492081031,8.97493234427978,0.0856382092019849,0.0445986382715795,0.292640067663307,0.632593945474649,0.156547717099931,0.795357746850214,0.830208471650578,0.164866280384382,0.911157764413265,Anagyris foetida
14,8233,353463,120.83,85.313,1416,26989,10245,335.674,102384,112.511,42657,60415,52658,29.957,8096.244,706,9621,15175,718,847,804,0.95,2012,10308458,799,706,1208,6,0.91,828,7879.537,3.393,105.496063673328,4,191,100,0,41949,1764682,699805,1,-0,0,80.47,983,223,858,168.183147331084,36.4580714515471,12.9685445340286,79.3387836318021,37.1018755782265,8.90723209711087,75.8259364996972,27.9444139994082,8.70780893794169,0.546709349078124,0.471750430585811,0.739397963939666,0.588673895698982,0.138710015946902,0.767250868816049,0.660651152060533,0.140470198088338,0.812804498056287,Anagyris foetida
15,10451,405.446,138773,95.517,1453,27.93,12176.5,381582,115354,129.057,47758,69387,56515,80703,10410583,688,6291,15.729,691,831,858,941,1725.5,13255.166,0.788,688,1252,0.02,894,799,10045554,2504,113.38743902439,10,210,96,2.02,41949,1764682,888840,0.999,8,0,169.21,0.964,551,888,171.657804878049,43.3530786173162,13.1018244866144,90.9192682926829,45.9959518144396,9.53515958401761,76.1728048780488,41.4890574427134,8.72770329915315,0.0891927722384502,0.228798483319101,0.298651590048421,0.586069793877025,0.189703196111767,0.765551953741237,0.673848397895795,0.168679592713134,0.820882694357601,Anagyris foetida
16,8277,357.304,133963,77491,1729,28971,12192.5,345074,102.658,113.733,38746,66.981,50011,112648,8153146,578,4712,15.424,0.587,0.766,679,966,3915.5,10380.908,797,578,1227,6,903,815,7919696,10042,124.610671703459,4,193,132,0,40062,1622162,703545,1,-0,0,167757,0.964,0.566,0.891,181.364065635698,35.7050147473511,13.4671476429012,105.53134222642,29.6817504198406,10.2728448944983,73.9027269507732,30.3636555078241,8.5966695266698,0.130948936968069,0.256407983478312,0.361868673648424,0.602331799027825,0.161271644274133,0.776100379479243,0.711790399077887,0.138950730616567,0.843676714789431,Anagyris foetida
17,9272,371.948,125603,94335,1331,36.013,14210.5,353.307,108.653,118395,47168,62801,54434,32205,9305976,0.751,9592,14921,748,865,652,0.95,4938.5,11848737,0.783,0.751,1187,32,0.918,0.842,8900052,2265,85.7224017232095,0,165,102,2864,40062,1622162,788791,0.999,0.009,0.0001261,170.616,963,564,0.891,139.168955304254,54.6341824812476,11.7969892474417,61.116451265482,38.5852200925963,7.81770114966554,72.2112277867528,43.8564766687057,8.49771897551059,0.750386746308338,0.38712502035851,0.866248663091804,0.631440733073859,0.210898418064027,0.794632451561009,0.549395504028195,0.208070640839068,0.741212185563753,Anagyris foetida
18,8531,361.747,127.142,84.543,1504,30415,12148.5,344.948,104221,115148,42271,63.571,51.296,70.43,8442168,665,6112,15339,672,0.82,0.702,0.954,3617.5,10748902,794,665,1.221,0.029,905,0.819,8169.253,6.634,103.913305516922,1,184,102,1115,92.347,8526,725238,1,2,0,176638,0.962,0.56,0.886,162.793347241539,31.6331054460929,12.7590496214075,78.6210013908206,25.6886979178129,8.86684844749365,79.6332869726472,24.9676682550552,8.92374848214847,0.56179587717696,0.472998529240418,0.749530437792195,0.546799452502479,0.140715327868439,0.73945889169208,0.640022453116648,0.120715684953881,0.800014033074826,Anagyris foetida
19,8065,352.09,130173,79756,1632,25.558,10452,338334,101334,112074,39878,65086,49886,89008,8154044,613,5.288,15.371,606,778,772,961,2387,10382051,777,613,1.223,6,904,818,7712.91,5.054,90.0486769845232,1,166,94,1402,63.49,4029.536,685703,1,4,0,179.288,961,564,887,142.191088367449,37.5563928224098,11.9243904820099,67.5953569645532,28.1267885402636,8.22163955452641,68.7338991512731,34.7188660470337,8.29059100132633,0.5811801969698,0.46232551953751,0.762351754093738,0.591479355184645,0.18296847668543,0.769076950106194,0.558889606766311,0.145383571725617,0.747589196528622,Anagyris foetida
20,7749,346635,123859,80.136,1546,31.86,12397,330014,99329,110337,40.068,61.929,50927,61052,7795.461,647,6518,15.506,643,802,625,0.952,4648,9925489,0.781,647,1234,33,0.9,0.81,7402365,8914,104.062878370941,7,177,108,1375,63.483,4078.214,658835,0.999,4,0,179878,0.96,574,889,166.794303797468,31.2354427008477,12.9148869061045,78.2685745734728,29.6842095569072,8.84695284114665,72.3646119977986,26.1290627030232,8.50673921063756,0.315849064950069,0.441561348587792,0.56200450616527,0.586372677892675,0.150708919069891,0.765749748868829,0.654738472163777,0.121139738877463,0.809159114243779,Anagyris foetida
21,7309,334635,120071,76.478,1.57,20987,7916.5,320007,96.468,106.517,38.239,60035,50.539,47677,7212146,637,7319,15321,645,0.803,0.923,956,607.5,9182.79,0.796,637,1219,5,0.906,0.82,6974365,2.514,132.65870920038,19,211,142,0,46.476,2178312,621265,1,-0,0,179.339,961,0.572,889,182.836907151157,38.0176354718559,13.5217198296355,114.5539241576,28.356740184543,10.70298669333,94.1054188232809,32.633021492012,9.7007947521469,0.100952810619447,0.222948112475775,0.31773072029542,0.49667550558,0.133157525525885,0.704752088028123,0.717839264151904,0.147169106203641,0.847253954934354,Anagyris foetida
22,13715,462.617,163.71,103.078,1588,31954,16434.5,438.172,132.146,147256,51.539,81855,67.823,107986,13253.478,0.63,6527,15.604,652,807,835,0.947,2719.5,16874852,813,0.63,1242,3,897,805,13252383,12997,118.46596803218,2,196,124,0,46.476,2178312,1165775,1,-0,0,174.897,0.928,779,922,171.914893617021,39.8054813697154,13.1116319967051,98.3414840690166,33.5856015113508,9.91672748788715,81.5795490631947,36.2998982599967,9.03213978319615,0.0998868169834653,0.234795872348763,0.316048757288279,0.549297483334761,0.173145348242813,0.741146060729436,0.675083489519523,0.154159132237714,0.821634644790203,Anagyris foetida
23,10477,409144,139786,95389,1465,29826,13098,383.247,115.498,130235,47695,69893,57.846,66762,10472554,682,7.08,15978,0.683,826,0.8,937,2621,13334069,0.786,682,1271,6,887,0.786,10067856,18829,84.6972453222453,0,175,125,2359,46.476,2178312,891082,0.999,0.007,0,172.08,927,785,924,140.759745322245,49.0574562943979,11.8642212269599,59.8523908523909,38.5484755385066,7.73643269552517,65.570945945946,40.6441909953338,8.09758889706967,0.644887697263666,0.449905077953129,0.803049000537119,0.629759782224984,0.213286110599779,0.793574055917268,0.554777628307022,0.187697136705654,0.744833960226722,Anagyris foetida
