Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      35 |         830 |       00:14:07 |      100.00% |       95.96% |       0.0117 |       0.1925 |      1.0000e-04 |
|      35 |         835 |       00:14:13 |       98.44% |       94.44% |       0.0771 |       0.1706 |      1.0000e-04 |
|      35 |         840 |       00:14:18 |       96.88% |       95.96% |       0.0578 |       0.1295 |      1.0000e-04 |
|      36 |         845 |       00:14:23 |       98.44% |       95.45% |       0.0260 |       0.1116 |      1.0000e-04 |
|      36 |         850 |       00:14:29 |       96.88% |       96.97% |       0.0912 |       0.1210 |      1.0000e-04 |
|      36 |         855 |       00:14:34 |       98.44% |       94.95% |       0.0445 |       0.2275 |      1.0000e-04 |
|      36 |         860 |       00:14:39 |       95.31% |       98.48% |       0.1259 |       0.1135 |      1.0000e-04 |
|      37 |         865 |       00:14:45 |      100.00% |       97.47% |       0.0177 |       0.0883 |      1.0000e-04 |
|      37 |         870 |       00:14:50 |       98.44% |       98.48% |       0.0591 |       0.0813 |      1.0000e-04 |
|      37 |         875 |       00:14:56 |      100.00% |       96.46% |       0.0160 |       0.1426 |      1.0000e-04 |
|      37 |         880 |       00:15:01 |      100.00% |       95.45% |       0.0029 |       0.1300 |      1.0000e-04 |
|      37 |         885 |       00:15:07 |      100.00% |       97.47% |       0.0006 |       0.0720 |      1.0000e-04 |
|      38 |         890 |       00:15:12 |      100.00% |       95.45% |       0.0036 |       0.0981 |      1.0000e-04 |
|      38 |         895 |       00:15:18 |      100.00% |       96.46% |       0.0111 |       0.1108 |      1.0000e-04 |
|      38 |         900 |       00:15:23 |      100.00% |       95.96% |       0.0195 |       0.1324 |      1.0000e-04 |
|      38 |         905 |       00:15:29 |       98.44% |       95.96% |       0.0294 |       0.1137 |      1.0000e-04 |
|      38 |         910 |       00:15:34 |      100.00% |       96.97% |       0.0033 |       0.1126 |      1.0000e-04 |
|      39 |         915 |       00:15:39 |      100.00% |       97.98% |       0.0152 |       0.1256 |      1.0000e-04 |
|      39 |         920 |       00:15:45 |      100.00% |       96.46% |       0.0161 |       0.1777 |      1.0000e-04 |
